Data;Ora solare;Livello Punta Salute (cm);
2-set-88;17.00;46;
2-set-88;18.00;31;
2-set-88;19.00;24;
2-set-88;20.00;20;
2-set-88;21.00;12;
2-set-88;22.00;8;
2-set-88;23.00;8;
3-set-88;0.00;16;
3-set-88;1.00;20;
3-set-88;2.00;17;
3-set-88;3.00;17;
3-set-88;4.00;12;
3-set-88;5.00;8;
3-set-88;6.00;8;
3-set-88;7.00;11;
3-set-88;8.00;20;
3-set-88;9.00;30;
3-set-88;10.00;38;
3-set-88;11.00;48;
3-set-88;12.00;55;
3-set-88;13.00;57;
3-set-88;14.00;60;
3-set-88;15.00;63;
3-set-88;16.00;59;
3-set-88;17.00;52;
3-set-88;18.00;43;
3-set-88;19.00;34;
3-set-88;20.00;23;
3-set-88;21.00;15;
3-set-88;22.00;10;
3-set-88;23.00;6;
4-set-88;0.00;-1;
4-set-88;1.00;-5;
4-set-88;2.00;-7;
4-set-88;3.00;-4;
4-set-88;4.00;3;
4-set-88;5.00;11;
4-set-88;6.00;22;
4-set-88;7.00;31;
4-set-88;8.00;37;
4-set-88;9.00;43;
4-set-88;10.00;45;
4-set-88;11.00;46;
4-set-88;12.00;46;
4-set-88;13.00;46;
4-set-88;14.00;46;
4-set-88;15.00;44;
4-set-88;16.00;43;
4-set-88;17.00;39;
4-set-88;18.00;36;
4-set-88;19.00;31;
4-set-88;20.00;25;
4-set-88;21.00;19;
4-set-88;22.00;8;
4-set-88;23.00;-5;
5-set-88;0.00;-16;
5-set-88;1.00;-23;
5-set-88;2.00;-24;
5-set-88;3.00;-17;
5-set-88;4.00;-5;
5-set-88;5.00;10;
5-set-88;6.00;23;
5-set-88;7.00;35;
5-set-88;8.00;41;
5-set-88;9.00;43;
5-set-88;10.00;41;
5-set-88;11.00;38;
5-set-88;12.00;31;
5-set-88;13.00;28;
5-set-88;14.00;25;
5-set-88;15.00;26;
5-set-88;16.00;28;
5-set-88;17.00;31;
5-set-88;18.00;34;
5-set-88;19.00;35;
5-set-88;20.00;30;
5-set-88;21.00;20;
5-set-88;22.00;9;
5-set-88;23.00;-2;
6-set-88;0.00;-13;
6-set-88;1.00;-21;
6-set-88;2.00;-23;
6-set-88;3.00;-20;
6-set-88;4.00;-9;
6-set-88;5.00;6;
6-set-88;6.00;22;
6-set-88;7.00;35;
6-set-88;8.00;43;
6-set-88;9.00;48;
6-set-88;10.00;48;
6-set-88;11.00;40;
6-set-88;12.00;30;
6-set-88;13.00;19;
6-set-88;14.00;12;
6-set-88;15.00;11;
6-set-88;16.00;14;
6-set-88;17.00;21;
6-set-88;18.00;28;
6-set-88;19.00;35;
6-set-88;20.00;36;
6-set-88;21.00;31;
6-set-88;22.00;22;
6-set-88;23.00;9;
7-set-88;0.00;-4;
7-set-88;1.00;-13;
7-set-88;2.00;-18;
7-set-88;3.00;-14;
7-set-88;4.00;-10;
7-set-88;5.00;3;
7-set-88;6.00;21;
7-set-88;7.00;36;
7-set-88;8.00;46;
7-set-88;9.00;52;
7-set-88;10.00;55;
7-set-88;11.00;46;
7-set-88;12.00;31;
7-set-88;13.00;17;
7-set-88;14.00;6;
7-set-88;15.00;-2;
7-set-88;16.00;-4;
7-set-88;17.00;2;
7-set-88;18.00;12;
7-set-88;19.00;23;
7-set-88;20.00;31;
7-set-88;21.00;35;
7-set-88;22.00;30;
7-set-88;23.00;19;
8-set-88;0.00;4;
8-set-88;1.00;-13;
8-set-88;2.00;-28;
8-set-88;3.00;-34;
8-set-88;4.00;-33;
8-set-88;5.00;-18;
8-set-88;6.00;-1;
8-set-88;7.00;20;
8-set-88;8.00;36;
8-set-88;9.00;46;
8-set-88;10.00;48;
8-set-88;11.00;41;
8-set-88;12.00;28;
8-set-88;13.00;11;
8-set-88;14.00;-5;
8-set-88;15.00;-16;
8-set-88;16.00;-16;
8-set-88;17.00;-8;
8-set-88;18.00;8;
8-set-88;19.00;24;
8-set-88;20.00;39;
8-set-88;21.00;46;
8-set-88;22.00;44;
8-set-88;23.00;32;
9-set-88;0.00;15;
9-set-88;1.00;-5;
9-set-88;2.00;-23;
9-set-88;3.00;-33;
9-set-88;4.00;-32;
9-set-88;5.00;-19;
9-set-88;6.00;-1;
9-set-88;7.00;20;
9-set-88;8.00;39;
9-set-88;9.00;51;
9-set-88;10.00;55;
9-set-88;11.00;49;
9-set-88;12.00;36;
9-set-88;13.00;19;
9-set-88;14.00;4;
9-set-88;15.00;-5;
9-set-88;16.00;-8;
9-set-88;17.00;0;
9-set-88;18.00;14;
9-set-88;19.00;30;
9-set-88;20.00;43;
9-set-88;21.00;51;
9-set-88;22.00;52;
9-set-88;23.00;44;
10-set-88;0.00;30;
10-set-88;1.00;11;
10-set-88;2.00;-8;
10-set-88;3.00;-23;
10-set-88;4.00;-30;
10-set-88;5.00;-26;
10-set-88;6.00;-10;
10-set-88;7.00;10;
10-set-88;8.00;31;
10-set-88;9.00;46;
10-set-88;10.00;55;
10-set-88;11.00;56;
10-set-88;12.00;47;
10-set-88;13.00;30;
10-set-88;14.00;14;
10-set-88;15.00;-1;
10-set-88;16.00;-10;
10-set-88;17.00;-11;
10-set-88;18.00;-1;
10-set-88;19.00;15;
10-set-88;20.00;32;
10-set-88;21.00;44;
10-set-88;22.00;51;
10-set-88;23.00;48;
11-set-88;0.00;36;
11-set-88;1.00;17;
11-set-88;2.00;-4;
11-set-88;3.00;-21;
11-set-88;4.00;-34;
11-set-88;5.00;-35;
11-set-88;6.00;-21;
11-set-88;7.00;-1;
11-set-88;8.00;22;
11-set-88;9.00;40;
11-set-88;10.00;52;
11-set-88;11.00;56;
11-set-88;12.00;49;
11-set-88;13.00;36;
11-set-88;14.00;17;
11-set-88;15.00;-1;
11-set-88;16.00;-13;
11-set-88;17.00;-17;
11-set-88;18.00;-10;
11-set-88;19.00;6;
11-set-88;20.00;25;
11-set-88;21.00;42;
11-set-88;22.00;51;
11-set-88;23.00;51;
12-set-88;0.00;42;
12-set-88;1.00;25;
12-set-88;2.00;5;
12-set-88;3.00;-15;
12-set-88;4.00;-29;
12-set-88;5.00;-34;
12-set-88;6.00;-25;
12-set-88;7.00;-6;
12-set-88;8.00;16;
12-set-88;9.00;36;
12-set-88;10.00;52;
12-set-88;11.00;60;
12-set-88;12.00;59;
12-set-88;13.00;44;
12-set-88;14.00;25;
12-set-88;15.00;4;
12-set-88;16.00;-10;
12-set-88;17.00;-17;
12-set-88;18.00;-14;
12-set-88;19.00;1;
12-set-88;20.00;22;
12-set-88;21.00;41;
12-set-88;22.00;52;
12-set-88;23.00;57;
13-set-88;0.00;51;
13-set-88;1.00;36;
13-set-88;2.00;18;
13-set-88;3.00;0;
13-set-88;4.00;-14;
13-set-88;5.00;-20;
13-set-88;6.00;-15;
13-set-88;7.00;0;
13-set-88;8.00;20;
13-set-88;9.00;39;
13-set-88;10.00;57;
13-set-88;11.00;67;
13-set-88;12.00;68;
13-set-88;13.00;60;
13-set-88;14.00;46;
13-set-88;15.00;28;
13-set-88;16.00;14;
13-set-88;17.00;4;
13-set-88;18.00;1;
13-set-88;19.00;11;
13-set-88;20.00;28;
13-set-88;21.00;46;
13-set-88;22.00;52;
13-set-88;23.00;59;
14-set-88;0.00;61;
14-set-88;1.00;52;
14-set-88;2.00;24;
14-set-88;3.00;2;
14-set-88;4.00;-11;
14-set-88;5.00;-16;
14-set-88;6.00;-14;
14-set-88;7.00;-5;
14-set-88;8.00;11;
14-set-88;9.00;33;
14-set-88;10.00;51;
14-set-88;11.00;60;
14-set-88;12.00;63;
14-set-88;13.00;56;
14-set-88;14.00;41;
14-set-88;15.00;23;
14-set-88;16.00;9;
14-set-88;17.00;-2;
14-set-88;18.00;-5;
14-set-88;19.00;4;
14-set-88;20.00;16;
14-set-88;21.00;29;
14-set-88;22.00;39;
14-set-88;23.00;48;
15-set-88;0.00;54;
15-set-88;1.00;51;
15-set-88;2.00;36;
15-set-88;3.00;17;
15-set-88;4.00;1;
15-set-88;5.00;-8;
15-set-88;6.00;-5;
15-set-88;7.00;5;
15-set-88;8.00;16;
15-set-88;9.00;33;
15-set-88;10.00;48;
15-set-88;11.00;60;
15-set-88;12.00;70;
15-set-88;13.00;72;
15-set-88;14.00;62;
15-set-88;15.00;47;
15-set-88;16.00;30;
15-set-88;17.00;14;
15-set-88;18.00;3;
15-set-88;19.00;-1;
15-set-88;20.00;3;
15-set-88;21.00;11;
15-set-88;22.00;22;
15-set-88;23.00;30;
16-set-88;0.00;34;
16-set-88;1.00;33;
16-set-88;2.00;27;
16-set-88;3.00;15;
16-set-88;4.00;1;
16-set-88;5.00;-5;
16-set-88;6.00;-7;
16-set-88;7.00;1;
16-set-88;8.00;16;
16-set-88;9.00;34;
16-set-88;10.00;51;
16-set-88;11.00;65;
16-set-88;12.00;74;
16-set-88;13.00;73;
16-set-88;14.00;67;
16-set-88;15.00;52;
16-set-88;16.00;36;
16-set-88;17.00;20;
16-set-88;18.00;8;
16-set-88;19.00;-1;
16-set-88;20.00;-5;
16-set-88;21.00;-1;
16-set-88;22.00;8;
16-set-88;23.00;16;
17-set-88;0.00;20;
17-set-88;1.00;23;
17-set-88;2.00;22;
17-set-88;3.00;16;
17-set-88;4.00;12;
17-set-88;5.00;11;
17-set-88;6.00;14;
17-set-88;7.00;20;
17-set-88;8.00;30;
17-set-88;9.00;42;
17-set-88;10.00;54;
17-set-88;11.00;65;
17-set-88;12.00;72;
17-set-88;13.00;76;
17-set-88;14.00;73;
17-set-88;15.00;63;
17-set-88;16.00;52;
17-set-88;17.00;38;
17-set-88;18.00;23;
17-set-88;19.00;9;
17-set-88;20.00;-1;
17-set-88;21.00;-8;
17-set-88;22.00;-8;
17-set-88;23.00;-2;
18-set-88;0.00;4;
18-set-88;1.00;10;
18-set-88;2.00;16;
18-set-88;3.00;18;
18-set-88;4.00;20;
18-set-88;5.00;21;
18-set-88;6.00;23;
18-set-88;7.00;28;
18-set-88;8.00;33;
18-set-88;9.00;39;
18-set-88;10.00;49;
18-set-88;11.00;57;
18-set-88;12.00;62;
18-set-88;13.00;65;
18-set-88;14.00;63;
18-set-88;15.00;56;
18-set-88;16.00;44;
18-set-88;17.00;31;
18-set-88;18.00;17;
18-set-88;19.00;4;
18-set-88;20.00;-5;
18-set-88;21.00;-12;
18-set-88;22.00;-15;
18-set-88;23.00;-12;
19-set-88;0.00;-4;
19-set-88;1.00;3;
19-set-88;2.00;11;
19-set-88;3.00;16;
19-set-88;4.00;22;
19-set-88;5.00;26;
19-set-88;6.00;31;
19-set-88;7.00;36;
19-set-88;8.00;39;
19-set-88;9.00;40;
19-set-88;10.00;43;
19-set-88;11.00;44;
19-set-88;12.00;45;
19-set-88;13.00;45;
19-set-88;14.00;43;
19-set-88;15.00;39;
19-set-88;16.00;35;
19-set-88;17.00;27;
19-set-88;18.00;16;
19-set-88;19.00;4;
19-set-88;20.00;-5;
19-set-88;21.00;-10;
19-set-88;22.00;-13;
19-set-88;23.00;-12;
20-set-88;0.00;-8;
20-set-88;1.00;-5;
20-set-88;2.00;-2;
20-set-88;3.00;3;
20-set-88;4.00;9;
20-set-88;5.00;17;
20-set-88;6.00;26;
20-set-88;7.00;35;
20-set-88;8.00;39;
20-set-88;9.00;43;
20-set-88;10.00;40;
20-set-88;11.00;37;
20-set-88;12.00;31;
20-set-88;13.00;25;
20-set-88;14.00;23;
20-set-88;15.00;23;
20-set-88;16.00;23;
20-set-88;17.00;23;
20-set-88;18.00;22;
20-set-88;19.00;20;
20-set-88;20.00;16;
20-set-88;21.00;9;
20-set-88;22.00;4;
20-set-88;23.00;-5;
21-set-88;0.00;-12;
21-set-88;1.00;-16;
21-set-88;2.00;-17;
21-set-88;3.00;-12;
21-set-88;4.00;-2;
21-set-88;5.00;12;
21-set-88;6.00;28;
21-set-88;7.00;39;
21-set-88;8.00;47;
21-set-88;9.00;48;
21-set-88;10.00;43;
21-set-88;11.00;33;
21-set-88;12.00;22;
21-set-88;13.00;14;
21-set-88;14.00;9;
21-set-88;15.00;8;
21-set-88;16.00;16;
21-set-88;17.00;23;
21-set-88;18.00;33;
21-set-88;19.00;39;
21-set-88;20.00;42;
21-set-88;21.00;38;
21-set-88;22.00;27;
21-set-88;23.00;9;
22-set-88;0.00;-6;
22-set-88;1.00;-20;
22-set-88;2.00;-28;
22-set-88;3.00;-25;
22-set-88;4.00;-12;
22-set-88;5.00;6;
22-set-88;6.00;23;
22-set-88;7.00;38;
22-set-88;8.00;48;
22-set-88;9.00;49;
22-set-88;10.00;43;
22-set-88;11.00;33;
22-set-88;12.00;19;
22-set-88;13.00;6;
22-set-88;14.00;-2;
22-set-88;15.00;-4;
22-set-88;16.00;4;
22-set-88;17.00;18;
22-set-88;18.00;36;
22-set-88;19.00;48;
22-set-88;20.00;55;
22-set-88;21.00;54;
22-set-88;22.00;43;
22-set-88;23.00;27;
23-set-88;0.00;8;
23-set-88;1.00;-10;
23-set-88;2.00;-22;
23-set-88;3.00;-28;
23-set-88;4.00;-23;
23-set-88;5.00;-8;
23-set-88;6.00;11;
23-set-88;7.00;33;
23-set-88;8.00;48;
23-set-88;9.00;56;
23-set-88;10.00;57;
23-set-88;11.00;49;
23-set-88;12.00;35;
23-set-88;13.00;19;
23-set-88;14.00;4;
23-set-88;15.00;-4;
23-set-88;16.00;-1;
23-set-88;17.00;14;
23-set-88;18.00;31;
23-set-88;19.00;48;
23-set-88;20.00;60;
23-set-88;21.00;65;
23-set-88;22.00;60;
23-set-88;23.00;46;
24-set-88;0.00;27;
24-set-88;1.00;4;
24-set-88;2.00;-16;
24-set-88;3.00;-29;
24-set-88;4.00;-32;
24-set-88;5.00;-21;
24-set-88;6.00;-1;
24-set-88;7.00;23;
24-set-88;8.00;43;
24-set-88;9.00;56;
24-set-88;10.00;64;
24-set-88;11.00;62;
24-set-88;12.00;48;
24-set-88;13.00;30;
24-set-88;14.00;11;
24-set-88;15.00;-4;
24-set-88;16.00;-12;
24-set-88;17.00;-7;
24-set-88;18.00;9;
24-set-88;19.00;32;
24-set-88;20.00;50;
24-set-88;21.00;63;
24-set-88;22.00;64;
24-set-88;23.00;53;
25-set-88;0.00;33;
25-set-88;1.00;9;
25-set-88;2.00;-14;
25-set-88;3.00;-33;
25-set-88;4.00;-41;
25-set-88;5.00;-33;
25-set-88;6.00;-14;
25-set-88;7.00;13;
25-set-88;8.00;38;
25-set-88;9.00;55;
25-set-88;10.00;68;
25-set-88;11.00;72;
25-set-88;12.00;60;
25-set-88;13.00;40;
25-set-88;14.00;17;
25-set-88;15.00;-5;
25-set-88;16.00;-21;
25-set-88;17.00;-25;
25-set-88;18.00;-15;
25-set-88;19.00;6;
25-set-88;20.00;30;
25-set-88;21.00;48;
25-set-88;22.00;56;
25-set-88;23.00;52;
26-set-88;0.00;34;
26-set-88;1.00;12;
26-set-88;2.00;-13;
26-set-88;3.00;-34;
26-set-88;4.00;-44;
26-set-88;5.00;-44;
26-set-88;6.00;-26;
26-set-88;7.00;-2;
26-set-88;8.00;24;
26-set-88;9.00;44;
26-set-88;10.00;59;
26-set-88;11.00;67;
26-set-88;12.00;59;
26-set-88;13.00;40;
26-set-88;14.00;17;
26-set-88;15.00;-6;
26-set-88;16.00;-25;
26-set-88;17.00;-37;
26-set-88;18.00;-33;
26-set-88;19.00;-17;
26-set-88;20.00;4;
26-set-88;21.00;27;
26-set-88;22.00;41;
26-set-88;23.00;45;
27-set-88;0.00;37;
27-set-88;1.00;19;
27-set-88;2.00;-2;
27-set-88;3.00;-22;
27-set-88;4.00;-36;
27-set-88;5.00;-38;
27-set-88;6.00;-25;
27-set-88;7.00;-5;
27-set-88;8.00;20;
27-set-88;9.00;39;
27-set-88;10.00;55;
27-set-88;11.00;62;
27-set-88;12.00;62;
27-set-88;13.00;47;
27-set-88;14.00;27;
27-set-88;15.00;2;
27-set-88;16.00;-20;
27-set-88;17.00;-36;
27-set-88;18.00;-40;
27-set-88;19.00;-33;
27-set-88;20.00;-15;
27-set-88;21.00;8;
27-set-88;22.00;27;
27-set-88;23.00;38;
28-set-88;0.00;39;
28-set-88;1.00;28;
28-set-88;2.00;12;
28-set-88;3.00;-7;
28-set-88;4.00;-21;
28-set-88;5.00;-26;
28-set-88;6.00;-19;
28-set-88;7.00;-2;
28-set-88;8.00;20;
28-set-88;9.00;39;
28-set-88;10.00;54;
28-set-88;11.00;63;
28-set-88;12.00;65;
28-set-88;13.00;53;
28-set-88;14.00;36;
28-set-88;15.00;15;
28-set-88;16.00;-7;
28-set-88;17.00;-24;
28-set-88;18.00;-34;
28-set-88;19.00;-34;
28-set-88;20.00;-20;
28-set-88;21.00;-3;
28-set-88;22.00;15;
28-set-88;23.00;28;
29-set-88;0.00;35;
29-set-88;1.00;33;
29-set-88;2.00;24;
29-set-88;3.00;11;
29-set-88;4.00;-2;
29-set-88;5.00;-9;
29-set-88;6.00;-8;
29-set-88;7.00;4;
29-set-88;8.00;20;
29-set-88;9.00;36;
29-set-88;10.00;49;
29-set-88;11.00;58;
29-set-88;12.00;59;
29-set-88;13.00;52;
29-set-88;14.00;39;
29-set-88;15.00;22;
29-set-88;16.00;4;
29-set-88;17.00;-13;
29-set-88;18.00;-24;
29-set-88;19.00;-28;
29-set-88;20.00;-23;
29-set-88;21.00;-9;
29-set-88;22.00;7;
29-set-88;23.00;20;
30-set-88;0.00;30;
30-set-88;1.00;32;
30-set-88;2.00;31;
30-set-88;3.00;24;
30-set-88;4.00;16;
30-set-88;5.00;8;
30-set-88;6.00;5;
30-set-88;7.00;9;
30-set-88;8.00;20;
30-set-88;9.00;30;
30-set-88;10.00;43;
30-set-88;11.00;52;
30-set-88;12.00;55;
30-set-88;13.00;51;
30-set-88;14.00;41;
30-set-88;15.00;28;
30-set-88;16.00;14;
30-set-88;17.00;-1;
30-set-88;18.00;-12;
30-set-88;19.00;-18;
30-set-88;20.00;-19;
30-set-88;21.00;-12;
30-set-88;22.00;-2;
30-set-88;23.00;8;
1-ott-88;0.00;16;
1-ott-88;1.00;23;
1-ott-88;2.00;24;
1-ott-88;3.00;23;
1-ott-88;4.00;19;
1-ott-88;5.00;12;
1-ott-88;6.00;8;
1-ott-88;7.00;9;
1-ott-88;8.00;15;
1-ott-88;9.00;23;
1-ott-88;10.00;32;
1-ott-88;11.00;39;
1-ott-88;12.00;41;
1-ott-88;13.00;40;
1-ott-88;14.00;36;
1-ott-88;15.00;25;
1-ott-88;16.00;14;
1-ott-88;17.00;4;
1-ott-88;18.00;-5;
1-ott-88;19.00;-10;
1-ott-88;20.00;-13;
1-ott-88;21.00;-11;
1-ott-88;22.00;-7;
1-ott-88;23.00;-2;
2-ott-88;0.00;5;
2-ott-88;1.00;10;
2-ott-88;2.00;15;
2-ott-88;3.00;16;
2-ott-88;4.00;17;
2-ott-88;5.00;19;
2-ott-88;6.00;21;
2-ott-88;7.00;21;
2-ott-88;8.00;23;
2-ott-88;9.00;27;
2-ott-88;10.00;31;
2-ott-88;11.00;35;
2-ott-88;12.00;36;
2-ott-88;13.00;36;
2-ott-88;14.00;31;
2-ott-88;15.00;25;
2-ott-88;16.00;17;
2-ott-88;17.00;11;
2-ott-88;18.00;4;
2-ott-88;19.00;-1;
2-ott-88;20.00;-7;
2-ott-88;21.00;-8;
2-ott-88;22.00;-10;
2-ott-88;23.00;-10;
3-ott-88;0.00;-9;
3-ott-88;1.00;-7;
3-ott-88;2.00;-2;
3-ott-88;3.00;3;
3-ott-88;4.00;8;
3-ott-88;5.00;16;
3-ott-88;6.00;23;
3-ott-88;7.00;27;
3-ott-88;8.00;30;
3-ott-88;9.00;31;
3-ott-88;10.00;32;
3-ott-88;11.00;31;
3-ott-88;12.00;29;
3-ott-88;13.00;25;
3-ott-88;14.00;20;
3-ott-88;15.00;17;
3-ott-88;16.00;15;
3-ott-88;17.00;13;
3-ott-88;18.00;14;
3-ott-88;19.00;12;
3-ott-88;20.00;12;
3-ott-88;21.00;9;
3-ott-88;22.00;6;
3-ott-88;23.00;-1;
4-ott-88;0.00;-8;
4-ott-88;1.00;-11;
4-ott-88;2.00;-8;
4-ott-88;3.00;-1;
4-ott-88;4.00;9;
4-ott-88;5.00;20;
4-ott-88;6.00;30;
4-ott-88;7.00;35;
4-ott-88;8.00;39;
4-ott-88;9.00;39;
4-ott-88;10.00;38;
4-ott-88;11.00;30;
4-ott-88;12.00;22;
4-ott-88;13.00;16;
4-ott-88;14.00;11;
4-ott-88;15.00;8;
4-ott-88;16.00;9;
4-ott-88;17.00;15;
4-ott-88;18.00;22;
4-ott-88;19.00;27;
4-ott-88;20.00;28;
4-ott-88;21.00;23;
4-ott-88;22.00;14;
4-ott-88;23.00;2;
5-ott-88;0.00;-10;
5-ott-88;1.00;-18;
5-ott-88;2.00;-20;
5-ott-88;3.00;-11;
5-ott-88;4.00;2;
5-ott-88;5.00;16;
5-ott-88;6.00;31;
5-ott-88;7.00;40;
5-ott-88;8.00;47;
5-ott-88;9.00;47;
5-ott-88;10.00;39;
5-ott-88;11.00;28;
5-ott-88;12.00;17;
5-ott-88;13.00;8;
5-ott-88;14.00;4;
5-ott-88;15.00;7;
5-ott-88;16.00;14;
5-ott-88;17.00;23;
5-ott-88;18.00;31;
5-ott-88;19.00;38;
5-ott-88;20.00;39;
5-ott-88;21.00;36;
5-ott-88;22.00;27;
5-ott-88;23.00;15;
6-ott-88;0.00;3;
6-ott-88;1.00;-7;
6-ott-88;2.00;-8;
6-ott-88;3.00;-6;
6-ott-88;4.00;4;
6-ott-88;5.00;22;
6-ott-88;6.00;39;
6-ott-88;7.00;51;
6-ott-88;8.00;59;
6-ott-88;9.00;59;
6-ott-88;10.00;55;
6-ott-88;11.00;44;
6-ott-88;12.00;30;
6-ott-88;13.00;17;
6-ott-88;14.00;9;
6-ott-88;15.00;5;
6-ott-88;16.00;9;
6-ott-88;17.00;19;
6-ott-88;18.00;30;
6-ott-88;19.00;39;
6-ott-88;20.00;41;
6-ott-88;21.00;39;
6-ott-88;22.00;31;
6-ott-88;23.00;16;
7-ott-88;0.00;3;
7-ott-88;1.00;-7;
7-ott-88;2.00;-11;
7-ott-88;3.00;-8;
7-ott-88;4.00;3;
7-ott-88;5.00;19;
7-ott-88;6.00;36;
7-ott-88;7.00;51;
7-ott-88;8.00;63;
7-ott-88;9.00;70;
7-ott-88;10.00;67;
7-ott-88;11.00;55;
7-ott-88;12.00;40;
7-ott-88;13.00;27;
7-ott-88;14.00;12;
7-ott-88;15.00;4;
7-ott-88;16.00;4;
7-ott-88;17.00;12;
7-ott-88;18.00;27;
7-ott-88;19.00;41;
7-ott-88;20.00;51;
7-ott-88;21.00;56;
7-ott-88;22.00;56;
7-ott-88;23.00;47;
8-ott-88;0.00;34;
8-ott-88;1.00;19;
8-ott-88;2.00;8;
8-ott-88;3.00;3;
8-ott-88;4.00;4;
8-ott-88;5.00;15;
8-ott-88;6.00;28;
8-ott-88;7.00;44;
8-ott-88;8.00;55;
8-ott-88;9.00;63;
8-ott-88;10.00;64;
8-ott-88;11.00;54;
8-ott-88;12.00;40;
8-ott-88;13.00;24;
8-ott-88;14.00;6;
8-ott-88;15.00;-8;
8-ott-88;16.00;-12;
8-ott-88;17.00;-4;
8-ott-88;18.00;12;
8-ott-88;19.00;30;
8-ott-88;20.00;44;
8-ott-88;21.00;54;
8-ott-88;22.00;56;
8-ott-88;23.00;49;
9-ott-88;0.00;36;
9-ott-88;1.00;18;
9-ott-88;2.00;0;
9-ott-88;3.00;-13;
9-ott-88;4.00;-20;
9-ott-88;5.00;-13;
9-ott-88;6.00;6;
9-ott-88;7.00;29;
9-ott-88;8.00;50;
9-ott-88;9.00;63;
9-ott-88;10.00;68;
9-ott-88;11.00;61;
9-ott-88;12.00;46;
9-ott-88;13.00;27;
9-ott-88;14.00;9;
9-ott-88;15.00;-6;
9-ott-88;16.00;-15;
9-ott-88;17.00;-12;
9-ott-88;18.00;0;
9-ott-88;19.00;20;
9-ott-88;20.00;39;
9-ott-88;21.00;55;
9-ott-88;22.00;60;
9-ott-88;23.00;57;
10-ott-88;0.00;43;
10-ott-88;1.00;23;
10-ott-88;2.00;2;
10-ott-88;3.00;-15;
10-ott-88;4.00;-20;
10-ott-88;5.00;-11;
10-ott-88;6.00;8;
10-ott-88;7.00;30;
10-ott-88;8.00;48;
10-ott-88;9.00;63;
10-ott-88;10.00;70;
10-ott-88;11.00;63;
10-ott-88;12.00;48;
10-ott-88;13.00;28;
10-ott-88;14.00;8;
10-ott-88;15.00;-8;
10-ott-88;16.00;-17;
10-ott-88;17.00;-16;
10-ott-88;18.00;-1;
10-ott-88;19.00;16;
10-ott-88;20.00;36;
10-ott-88;21.00;48;
10-ott-88;22.00;55;
10-ott-88;23.00;52;
11-ott-88;0.00;39;
11-ott-88;1.00;23;
11-ott-88;2.00;4;
11-ott-88;3.00;-8;
11-ott-88;4.00;-16;
11-ott-88;5.00;-12;
11-ott-88;6.00;3;
11-ott-88;7.00;24;
11-ott-88;8.00;44;
11-ott-88;9.00;60;
11-ott-88;10.00;69;
11-ott-88;11.00;68;
11-ott-88;12.00;57;
11-ott-88;13.00;40;
11-ott-88;14.00;20;
11-ott-88;15.00;2;
11-ott-88;16.00;-12;
11-ott-88;17.00;-16;
11-ott-88;18.00;-10;
11-ott-88;19.00;5;
11-ott-88;20.00;23;
11-ott-88;21.00;39;
11-ott-88;22.00;48;
11-ott-88;23.00;51;
12-ott-88;0.00;48;
12-ott-88;1.00;35;
12-ott-88;2.00;17;
12-ott-88;3.00;4;
12-ott-88;4.00;-5;
12-ott-88;5.00;-5;
12-ott-88;6.00;5;
12-ott-88;7.00;23;
12-ott-88;8.00;44;
12-ott-88;9.00;63;
12-ott-88;10.00;76;
12-ott-88;11.00;84;
12-ott-88;12.00;80;
12-ott-88;13.00;67;
12-ott-88;14.00;52;
12-ott-88;15.00;30;
12-ott-88;16.00;11;
12-ott-88;17.00;-1;
12-ott-88;18.00;-2;
12-ott-88;19.00;8;
12-ott-88;20.00;26;
12-ott-88;21.00;43;
12-ott-88;22.00;59;
12-ott-88;23.00;68;
13-ott-88;0.00;70;
13-ott-88;1.00;60;
13-ott-88;2.00;48;
13-ott-88;3.00;36;
13-ott-88;4.00;22;
13-ott-88;5.00;16;
13-ott-88;6.00;17;
13-ott-88;7.00;26;
13-ott-88;8.00;41;
13-ott-88;9.00;55;
13-ott-88;10.00;68;
13-ott-88;11.00;73;
13-ott-88;12.00;68;
13-ott-88;13.00;56;
13-ott-88;14.00;38;
13-ott-88;15.00;17;
13-ott-88;16.00;0;
13-ott-88;17.00;-15;
13-ott-88;18.00;-21;
13-ott-88;19.00;-17;
13-ott-88;20.00;-1;
13-ott-88;21.00;16;
13-ott-88;22.00;33;
13-ott-88;23.00;43;
14-ott-88;0.00;48;
14-ott-88;1.00;46;
14-ott-88;2.00;39;
14-ott-88;3.00;27;
14-ott-88;4.00;16;
14-ott-88;5.00;8;
14-ott-88;6.00;10;
14-ott-88;7.00;20;
14-ott-88;8.00;35;
14-ott-88;9.00;50;
14-ott-88;10.00;63;
14-ott-88;11.00;72;
14-ott-88;12.00;72;
14-ott-88;13.00;62;
14-ott-88;14.00;43;
14-ott-88;15.00;23;
14-ott-88;16.00;4;
14-ott-88;17.00;-10;
14-ott-88;18.00;-18;
14-ott-88;19.00;-20;
14-ott-88;20.00;-9;
14-ott-88;21.00;4;
14-ott-88;22.00;19;
14-ott-88;23.00;30;
15-ott-88;0.00;36;
15-ott-88;1.00;37;
15-ott-88;2.00;32;
15-ott-88;3.00;25;
15-ott-88;4.00;16;
15-ott-88;5.00;8;
15-ott-88;6.00;8;
15-ott-88;7.00;15;
15-ott-88;8.00;27;
15-ott-88;9.00;40;
15-ott-88;10.00;52;
15-ott-88;11.00;59;
15-ott-88;12.00;59;
15-ott-88;13.00;52;
